"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103","Vote 104","Vote 105","Vote 106","Vote 107","Vote 108","Vote 109","Vote 110","Vote 111","Vote 112","Vote 113","Vote 114"
"ESTERLY (R PA-14)",1,1,1,0,1,0,1,1,1,NA,NA,1,1,0,1,0,NA,1,1,0,1,NA,1,0,NA,NA,1,0,1,1,1,0,0,1,1,0,0,NA,NA,1,NA,0,1,1,NA,1,0,1,NA,1,1,1,1,1,NA,NA,1,1,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1
"MCFADDEN (R PA-15)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,NA,0,1,1,NA,0,0,0,NA,NA,1,1,1,0,NA,NA,1,0,0,1,NA,NA,1,0,0,1,0,NA,NA,1,1,1,NA,0,1,1,0,1,1,NA,0,1,NA,NA,1,NA,1,0,NA,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,NA,1,1,0,NA,NA,1,1,1,NA,1,1,1,1,1,0,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIESS (R PA-16)",1,1,1,0,1,0,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,1,1,0,1,1,1,0,NA,NA,1,0,1,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,0,1,0,1,1,NA,1,1,0,1,1,0,1,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,1,1,1,1,0,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"MAGRADY (R PA-17)",1,1,1,0,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,NA,1,1,1,0,0,NA,NA,0,1,0,1,NA,NA,NA,1,1,1,1,1,1,NA,0,1,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"BEERS (R PA-18)",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,NA,1,1,1,1,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,1,1,0,1,NA,NA,NA,0,1,0,0,1,0,0,NA,NA,0,0,NA,NA,0,1,1,NA,1,1,NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"SWARTZ (R PA-19)",1,1,1,0,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"WALTERS (R PA-20)",1,1,1,0,1,0,1,1,1,1,1,1,0,NA,1,NA,0,1,1,0,1,NA,1,0,0,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,0,NA,1,NA,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,NA,0,1,1,1,1,NA,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KURTZ (R PA-21)",1,1,1,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,NA,NA,NA,1,0,1,0,NA,NA,1,NA,0,1,0,NA,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,NA,NA,NA,1,1,1,1,1,1,0,NA,1,1,1,NA,1,1,NA,NA,1,0,1,1,1,NA,NA,1,1,1,1,0,NA,NA,NA,1,1,1,1
"MENGES (R PA-22)",1,1,1,0,1,0,1,1,1,NA,1,1,1,0,1,NA,0,1,1,0,NA,1,1,NA,0,1,1,0,1,1,1,0,0,1,1,0,0,1,NA,1,0,0,NA,1,0,1,NA,1,1,NA,NA,0,1,1,NA,1,1,1,0,NA,0,0,1,1,1,0,NA,NA,NA,1,0,1,0,NA,0,1,0,1,1,NA,1,1,1,NA,1,0,1,NA,1,1,NA,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,NA,1,1,NA,1
"SWOOPE (R PA-23)",1,1,1,0,1,0,1,1,NA,NA,NA,1,0,0,1,0,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENDALL (R PA-24)",1,1,1,0,1,0,1,1,NA,NA,1,NA,0,0,1,0,NA,1,1,0,1,NA,NA,0,0,1,NA,NA,1,1,1,0,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,0,1,NA,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEMPLE (R PA-25)",1,1,1,0,1,0,1,1,1,1,1,1,NA,0,1,1,0,1,1,0,1,1,1,NA,0,1,1,0,1,1,1,0,0,1,1,NA,NA,1,1,NA,1,0,0,NA,0,1,0,1,1,NA,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,NA,NA,0,0,0,1,0,1,NA,1,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PHILLIPS (R PA-26)",1,1,1,0,1,0,1,NA,NA,NA,1,1,NA,NA,NA,0,0,1,1,0,1,1,1,NA,NA,NA,0,0,1,1,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,NA,NA,1,NA,1,NA,0,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA
"STRONG (R PA-27)",1,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,0,NA,1,1,0,1,NA,1,0,NA,NA,NA,0,1,1,1,0,0,1,1,0,0,NA,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,NA,1,0,0,1,1,0,1,0,1,NA,NA,1,1,NA,1,0,1,0,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,NA,0,0,NA,1,1,0,1,1,NA,1,1,1,1,1,NA,1,NA,NA,NA
"BIXLER (R PA-28)",1,1,1,0,1,0,1,NA,NA,NA,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,NA,1,1,1,0,0,1,1,0,0,1,1,1,0,NA,1,NA,0,1,NA,1,1,NA,NA,1,0,NA,NA,NA,1,NA,0,1,0,0,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"SHREVE (R PA-29)",1,1,1,0,1,0,1,1,1,NA,1,1,0,0,1,0,0,1,1,0,1,1,NA,0,0,1,1,NA,1,1,1,0,NA,NA,NA,0,NA,1,1,1,1,0,NA,NA,NA,1,0,1,NA,NA,NA,1,0,1,0,1,1,NA,0,1,1,NA,1,0,1,0,0,1,0,0,0,1,0,1,0,NA,0,NA,NA,NA,NA,1,1,NA,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
"COYLE (R PA-30)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,NA,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,NA,0,1,0,1,1,1,NA,1,0,1,1,0,NA,NA,0,NA,0,0,1,0,1,0,0,1,0,0,0,1,0,1,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1
"WYANT (R PA-31)",1,1,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,0,0,1,1,0,1,1,1,NA,0,1,1,0,1,1,1,0,0,1,1,0,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,NA,0,1,0,NA,0,1,NA,NA,NA,1,NA,1,1,1,NA,1,1,1,0,NA,1,1,NA,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1
"PORTER (R PA-32)",1,1,1,0,1,0,1,1,1,1,1,NA,NA,0,1,0,0,1,1,0,1,NA,1,0,0,1,1,NA,1,1,1,0,0,1,1,0,0,1,NA,NA,1,0,1,1,NA,1,NA,1,0,NA,NA,1,0,NA,NA,NA,1,1,NA,1,0,NA,NA,1,0,1,NA,NA,NA,0,1,1,NA,0,0,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,NA,1,NA,0,1,1,1,NA,NA,NA,NA,NA,1,0
"KELLY (R PA-33)",1,0,0,0,1,0,1,NA,NA,NA,1,1,0,0,1,NA,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,NA,NA,1,1,1,NA,NA,1,0,1,0,1,1,1,1,1,0,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,NA,0,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,NA,NA,1,0,1,NA,NA,NA,1,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1
"MORIN (R PA-34)",1,1,1,0,1,0,1,NA,NA,NA,1,1,NA,0,1,0,0,1,1,0,1,1,1,0,NA,NA,NA,NA,1,1,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1
"MAGEE (R PA-35)",1,1,1,0,1,0,1,1,1,1,1,1,NA,0,1,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,0,1,1,1,0,NA,1,NA,1,1,NA,1,1,1,1,1,1,NA,1,1,1
"CAMPBELL (R PA-36)",1,1,1,0,1,NA,1,1,1,1,1,1,1,0,1,0,NA,1,1,0,1,1,1,NA,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,1,0,NA,0,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,1
"BURDICK (R RI-1)",1,1,1,0,1,0,1,NA,NA,NA,NA,1,NA,0,1,1,0,1,1,0,1,1,1,0,0,1,1,NA,1,1,1,0,NA,NA,1,0,0,1,NA,1,NA,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,1,1,0,1,0,0,1,1,0,1,0,1,0,NA,0,1,0,1,0,1,0,NA,1,1,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,1,1,1,0,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1
"ALDRICH (R RI-2)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,NA,NA,NA,NA,1,1,1,0,NA,NA,1,NA,0,1,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1
"O'CONNELL (D RI-3)",1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,NA,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,NA,0,1,0,1,NA,NA,1,0,1,1,1,1,NA,NA,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,1
"MCMILLAN (D SC-1)",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,NA,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,NA,NA,1,1,1,1,0,1,1,1,0,1,0,NA,NA,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
"HARE (D SC-2)",1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,NA,0,1,0,0,1,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,1,1,1,0,0,NA,NA,1,0,0,0,1,0,1,1,1,NA,0,0,0
"DOMINICK (D SC-3)",1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,NA,1,0,0,1,0,1,0,NA,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,NA,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,NA,1,0,0,1,NA,1,0,NA,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,NA,1,0,NA,NA,0,0,1,0,1,1,1,0,0,0,0
"MCSWAIN (D SC-4)",1,0,0,1,1,NA,0,1,1,NA,1,NA,1,0,1,1,1,0,0,1,0,1,1,NA,0,0,0,NA,0,0,0,1,0,1,1,1,0,NA,0,NA,1,0,0,1,NA,NA,NA,NA,0,1,NA,0,1,NA,NA,0,0,0,1,0,0,NA,1,NA,1,0,0,NA,0,1,0,0,NA,0,0,1,1,0,1,1,1,1,0,0,NA,0,0,NA,0,1,NA,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0
"STEVENSON (D SC-5)",1,0,0,1,1,NA,0,NA,NA,NA,1,1,1,0,1,1,1,1,0,1,0,1,1,1,NA,NA,NA,1,0,0,0,1,1,0,1,1,NA,NA,NA,1,1,0,0,1,1,0,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,0,1,0,1,NA,0,1,0,1,1,1,0,0,NA,0,1,NA,0,0,1,0,0,0,1,0,0,0,0
"GASQUE (D SC-6)",1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,NA,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,NA,1,1,1,1,NA,1,1,1,1,1,0,NA,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,NA,0,NA,NA,NA,NA,0,0,0
"FULMER (D SC-7)",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,NA,NA,0,NA,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,NA,0,1,0,1,0,0,1,NA,1,NA,NA,NA,1,NA,NA,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,NA,1,0,0,0,0,1,NA,0,0,1,0,0,0,0
"CHRISTOPHER (R SD-1)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,NA,0,1,1,1,1,1,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1,NA,1,1,0,1,1,0,NA,1,1,NA,NA,1,0,1,NA,1,0,0,1,0,0,0,1,0,0,0,1,0,NA,1,1,1,1,1,1,NA,1,1,1,0,1,1,1,1,1,NA,0,0,1,1,NA,NA,0,0,1,0,1,0,1,1,1,1,1,1,1
"JOHNSON (R SD-2)",1,1,1,0,1,0,1,1,1,NA,1,1,1,0,1,NA,NA,1,NA,1,0,0,1,0,NA,NA,NA,NA,1,1,1,0,0,1,1,0,1,1,1,NA,1,0,NA,NA,NA,NA,0,NA,NA,1,1,0,1,1,1,1,1,1,NA,1,NA,1,0,1,NA,0,0,1,0,0,1,NA,0,0,NA,NA,NA,NA,1,NA,0,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,0,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WILLIAMSON (R SD-3)",1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,NA,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,NA,1,0,1,1,NA,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,NA,NA,0,1,NA,1,NA,1,1,1,0,0,1,1,0,1,NA,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
"REECE (R TN-1)",1,1,1,0,1,NA,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,0,1,1,1,NA,0,1,NA,1,1,0,NA,1,1,1,1,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,1,1,1,NA,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,0,0,0
"TAYLOR (R TN-2)",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,1,0,1,NA,1,NA,0,1,1,1,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,1,1,0,NA,0,NA,NA,1,0,1,NA,NA,0,1,1,NA,NA,0,0,1,0,NA,1,NA,NA,1,1,NA,0,1,1,1,1,1,NA,NA,1,NA,1,0,0,1,1,NA,0,0,1,0,NA,1,NA,NA,1,NA,1,1,1,0
"MCREYNOLDS (D TN-3)",1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,NA,1,0,0,NA,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0
"HULL (D TN-4)",1,0,0,1,1,1,0,1,1,1,NA,NA,NA,0,0,1,1,0,NA,NA,NA,1,1,1,0,0,NA,NA,0,0,0,1,1,1,1,1,0,NA,NA,1,1,NA,0,NA,0,NA,NA,NA,0,1,1,0,0,1,1,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,0,1,0,NA,0,0,1,NA,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,0,1,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,NA,NA
"DAVIS (D TN-5)",1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,NA,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,NA,NA,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,NA,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"BYRNS (D TN-6)",1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,NA,NA,0,0,0,1,1,1,1,1,0,NA,NA,1,1,1,0,1,NA,0,0,0,0,1,1,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
"ESLICK (D TN-7)",1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,NA,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"BROWNING (D TN-8)",1,0,0,1,1,0,0,NA,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,0,1,1,0,0,NA,0,1,1,0,1,1,1,1,0,0,NA,0,1,1,1,1,0,1,1,1,1,0,1,1,1,NA,0,1,1,0,0,1,0,1,1,1,0,0,0,0
"GARRETT (D TN-9)",NA,0,0,1,1,0,0,1,1,NA,1,NA,0,1,0,NA,1,0,0,1,0,1,0,1,0,0,0,NA,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,NA,NA,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,1,1,1,NA,1,1,1,1,NA,1,0,1,0,1,0,1,1,1,1,0,NA,1,NA,1,1,0,0,NA,0,1,1,0,0,0,0,0
"FISHER (D TN-10)",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,NA,0,1,0,0,1,1,0,1,1,1,0,NA,1,1,1,0,0,1,1,0,1,0,NA,0,1,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,NA,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
"BLACK (D TX-1)",1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,NA,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"BOX (D TX-2)",1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,NA,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"SANDERS (D TX-3)",1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,NA,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
